#: table_doi: 10.17182/hepdata.90834.v1/t7
#: name: Figure 13 (T2qq)
#: description: Exclusion limits at 95% CL for light-flavor squark pair production, where the squarks decay to $q\tilde{\chi}_1^0$. Signal cross sections are calculated at approximately NNLO+NNLL order in $\alpha_S$, assuming unity branching fraction for the given decay and 1-fold degeneracy in the light-flavor squarks (corresponding to the inner set of curves in the limit plot). To get the theory cross section for other N-fold degeneracy assumptions (e.g. 8-fold for the outer curves in the limit plot), just multiply by N.

#: data_file: mt2_limits_T2qq.yaml
#: keyword reactions: P P --> SQUARK SQUARK | P P --> SQUARK SQUARK X | SQUARK --> QUARK NEUTRALINO
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | Squark | Cross Section
#: $\sqrt{s}$,13 TeV
#: $\mathcal{L}_\mathrm{int}$,137 fb$^{-1}$
$m_\tilde{g}$ [GEV],$m_\mathrm{LSP}$ [GEV],Theory $\sigma$ [PB],error +,error -
1875,725,0.00066,0.000273,-0.000188,0.000607,-0.000308
1875,750,0.000692,0.000284,-0.000197,0.00063,-0.000322
1875,775,0.000724,0.000295,-0.000207,0.000653,-0.000336
1875,800,0.000756,0.000307,-0.000216,0.000678,-0.000351
1875,825,0.000793,0.000321,-0.000226,0.000708,-0.000367
1875,850,0.000828,0.000335,-0.000235,0.000738,-0.000383
1875,875,0.000862,0.000349,-0.000244,0.000769,-0.000399
1875,900,0.000902,0.000365,-0.000255,0.000805,-0.000418
1875,925,0.000961,0.000387,-0.000271,0.000855,-0.000445
1875,950,0.00103,0.000411,-0.000289,0.000909,-0.000474
1875,975,0.00109,0.000437,-0.000307,0.000964,-0.000504
1875,1000,0.00117,0.000466,-0.000328,0.00103,-0.000538
1875,1025,0.00127,0.000506,-0.000358,0.00112,-0.000587
1875,1050,0.00138,0.000546,-0.000388,0.00121,-0.000637
1875,1075,0.00149,0.000589,-0.000419,0.0013,-0.000688
1875,1100,0.00162,0.000636,-0.000454,0.0014,-0.000745
1875,1125,0.00179,0.000701,-0.000502,0.00153,-0.000824
1875,1150,0.00198,0.000775,-0.000554,0.00169,-0.000909
1875,1175,0.00217,0.00085,-0.000606,0.00184,-0.000994
1875,1200,0.00242,0.000946,-0.000673,0.00205,-0.0011
1900,0,0.000363,0.000161,-0.000109,0.000366,-0.000176
1900,25,0.000364,0.000161,-0.000109,0.000366,-0.000176
1900,50,0.000365,0.000161,-0.000109,0.000366,-0.000177
1900,75,0.000366,0.000162,-0.00011,0.000366,-0.000177
1900,100,0.000366,0.000162,-0.000109,0.000367,-0.000177
1900,125,0.000368,0.000163,-0.00011,0.000369,-0.000178
1900,150,0.000371,0.000164,-0.00011,0.000371,-0.000179
1900,175,0.000373,0.000165,-0.000111,0.000373,-0.000179
1900,200,0.000376,0.000167,-0.000112,0.000376,-0.000181
1900,225,0.000379,0.000168,-0.000112,0.000379,-0.000182
1900,250,0.000382,0.000169,-0.000113,0.000381,-0.000184
1900,275,0.000385,0.00017,-0.000114,0.000384,-0.000185
1900,300,0.000389,0.000172,-0.000115,0.000388,-0.000187
1900,325,0.000396,0.000175,-0.000118,0.000394,-0.00019
1900,350,0.000404,0.000177,-0.00012,0.000399,-0.000194
1900,375,0.000412,0.00018,-0.000122,0.000405,-0.000198
1900,400,0.000419,0.000183,-0.000124,0.000412,-0.000201
1900,425,0.000427,0.000186,-0.000126,0.000419,-0.000205
1900,450,0.000434,0.000189,-0.000128,0.000424,-0.000208
1900,475,0.000442,0.000192,-0.00013,0.00043,-0.000211
1900,500,0.00045,0.000196,-0.000133,0.000437,-0.000215
1900,525,0.000463,0.0002,-0.000136,0.000447,-0.00022
1900,550,0.000475,0.000205,-0.000139,0.000457,-0.000226
1900,575,0.000488,0.000209,-0.000143,0.000467,-0.000231
1900,600,0.000503,0.000215,-0.000147,0.000479,-0.000238
1900,625,0.000526,0.000223,-0.000152,0.000498,-0.000248
1900,650,0.000548,0.000232,-0.000158,0.000517,-0.000258
1900,675,0.00057,0.00024,-0.000164,0.000535,-0.000268
1900,700,0.000594,0.000249,-0.00017,0.000554,-0.000279
1900,725,0.000622,0.000258,-0.000178,0.000574,-0.000291
1900,750,0.00065,0.000268,-0.000186,0.000594,-0.000303
1900,775,0.000678,0.000278,-0.000194,0.000614,-0.000316
1900,800,0.000705,0.000288,-0.000202,0.000635,-0.000328
1900,825,0.000735,0.0003,-0.00021,0.000662,-0.000342
1900,850,0.000765,0.000312,-0.000218,0.000689,-0.000356
1900,875,0.000795,0.000324,-0.000226,0.000716,-0.00037
1900,900,0.000838,0.000341,-0.000237,0.000753,-0.000389
1900,925,0.000895,0.000363,-0.000253,0.0008,-0.000415
1900,950,0.000953,0.000386,-0.000268,0.000848,-0.00044
1900,975,0.00101,0.000408,-0.000284,0.000896,-0.000466
1900,1000,0.00107,0.000432,-0.000302,0.000949,-0.000495
1900,1025,0.00117,0.000467,-0.000328,0.00103,-0.000538
1900,1050,0.00126,0.000502,-0.000354,0.0011,-0.000581
1900,1075,0.00135,0.000537,-0.00038,0.00118,-0.000624
1900,1100,0.00146,0.000577,-0.000411,0.00127,-0.000674
1900,1125,0.00162,0.00064,-0.000455,0.0014,-0.000747
1900,1150,0.00179,0.000706,-0.0005,0.00154,-0.000821
1900,1175,0.00195,0.000771,-0.000546,0.00167,-0.000895
1900,1200,0.00214,0.000845,-0.000597,0.00182,-0.000979
1925,0,0.000351,0.000156,-0.000106,0.000355,-0.00017
1925,25,0.000352,0.000156,-0.000106,0.000355,-0.000171
1925,50,0.000352,0.000156,-0.000106,0.000355,-0.00017
1925,75,0.000351,0.000157,-0.000105,0.000355,-0.00017
1925,100,0.000351,0.000157,-0.000105,0.000356,-0.00017
1925,125,0.000353,0.000158,-0.000105,0.000358,-0.000171
1925,150,0.000355,0.000159,-0.000106,0.00036,-0.000171
1925,175,0.000358,0.00016,-0.000106,0.000362,-0.000172
1925,200,0.000361,0.000161,-0.000107,0.000364,-0.000173
1925,225,0.000365,0.000163,-0.000108,0.000367,-0.000175
1925,250,0.000369,0.000165,-0.00011,0.00037,-0.000178
1925,275,0.000372,0.000166,-0.00011,0.000372,-0.000179
1925,300,0.000376,0.000167,-0.000111,0.000375,-0.000181
1925,325,0.000382,0.000169,-0.000113,0.00038,-0.000184
1925,350,0.000389,0.000172,-0.000115,0.000386,-0.000187
1925,375,0.000395,0.000174,-0.000117,0.000392,-0.00019
1925,400,0.000401,0.000176,-0.000119,0.000398,-0.000193
1925,425,0.000408,0.000179,-0.000121,0.000405,-0.000196
1925,450,0.000415,0.000182,-0.000123,0.000412,-0.000199
1925,475,0.000421,0.000185,-0.000125,0.000417,-0.000202
1925,500,0.000429,0.000188,-0.000127,0.000423,-0.000205
1925,525,0.00044,0.000192,-0.00013,0.000432,-0.00021
1925,550,0.000452,0.000197,-0.000133,0.000441,-0.000215
1925,575,0.000464,0.000201,-0.000136,0.000451,-0.000221
1925,600,0.000479,0.000206,-0.00014,0.000462,-0.000227
1925,625,0.000498,0.000214,-0.000145,0.000478,-0.000236
1925,650,0.000518,0.000221,-0.00015,0.000494,-0.000245
1925,675,0.000538,0.000229,-0.000155,0.00051,-0.000254
1925,700,0.000559,0.000236,-0.00016,0.000526,-0.000263
1925,725,0.000583,0.000245,-0.000168,0.000543,-0.000274
1925,750,0.000606,0.000253,-0.000174,0.00056,-0.000284
1925,775,0.00063,0.000261,-0.00018,0.000576,-0.000295
1925,800,0.000654,0.000269,-0.000187,0.000595,-0.000305
1925,825,0.000679,0.00028,-0.000194,0.000618,-0.000317
1925,850,0.000714,0.000293,-0.000203,0.000648,-0.000332
1925,875,0.000751,0.000308,-0.000212,0.00068,-0.000348
1925,900,0.000791,0.000324,-0.000223,0.000714,-0.000366
1925,925,0.000841,0.000343,-0.000236,0.000756,-0.000388
1925,950,0.000887,0.000361,-0.00025,0.000795,-0.00041
1925,975,0.000932,0.000378,-0.000263,0.000834,-0.000431
1925,1000,0.000987,0.000399,-0.000278,0.000879,-0.000457
1925,1025,0.00107,0.00043,-0.000301,0.000947,-0.000494
1925,1050,0.00115,0.00046,-0.000323,0.00101,-0.000531
1925,1075,0.00123,0.000491,-0.000346,0.00108,-0.000568
1925,1100,0.00133,0.000526,-0.000372,0.00116,-0.000611
1925,1125,0.00145,0.000576,-0.000409,0.00127,-0.00067
1925,1150,0.00158,0.000625,-0.000445,0.00137,-0.00073
1925,1175,0.00172,0.000681,-0.000484,0.00149,-0.000794
1925,1200,0.00189,0.000744,-0.000528,0.00162,-0.000867
1950,0,0.000338,0.00015,-0.000102,0.000343,-0.000164
1950,25,0.000337,0.000151,-0.000102,0.000343,-0.000163
1950,50,0.000336,0.000151,-0.000101,0.000343,-0.000163
1950,75,0.000335,0.000151,-0.000101,0.000343,-0.000163
1950,100,0.000335,0.000151,-0.0001,0.000343,-0.000162
1950,125,0.000338,0.000153,-0.000101,0.000345,-0.000163
1950,150,0.00034,0.000154,-0.000101,0.000347,-0.000164
1950,175,0.000342,0.000155,-0.000102,0.000349,-0.000165
1950,200,0.000345,0.000156,-0.000103,0.000351,-0.000166
1950,225,0.000349,0.000157,-0.000104,0.000353,-0.000168
1950,250,0.000352,0.000158,-0.000105,0.000356,-0.000169
1950,275,0.000356,0.00016,-0.000106,0.000358,-0.000171
1950,300,0.000361,0.000161,-0.000107,0.000362,-0.000174
1950,325,0.000366,0.000163,-0.000109,0.000367,-0.000176
1950,350,0.000371,0.000165,-0.00011,0.000372,-0.000179
1950,375,0.000377,0.000167,-0.000112,0.000377,-0.000181
1950,400,0.000383,0.000169,-0.000113,0.000382,-0.000184
1950,425,0.000389,0.000172,-0.000115,0.000389,-0.000187
1950,450,0.000395,0.000175,-0.000117,0.000395,-0.00019
1950,475,0.000401,0.000177,-0.000119,0.000401,-0.000192
1950,500,0.000408,0.00018,-0.000121,0.000407,-0.000196
1950,525,0.000419,0.000185,-0.000124,0.000416,-0.000201
1950,550,0.00043,0.000189,-0.000127,0.000424,-0.000206
1950,575,0.000441,0.000192,-0.00013,0.000432,-0.000211
1950,600,0.000454,0.000197,-0.000133,0.000442,-0.000216
1950,625,0.000471,0.000204,-0.000138,0.000455,-0.000224
1950,650,0.000488,0.00021,-0.000142,0.000469,-0.000232
1950,675,0.000505,0.000217,-0.000146,0.000483,-0.000239
1950,700,0.000524,0.000223,-0.000151,0.000498,-0.000248
1950,725,0.000546,0.000231,-0.000157,0.000514,-0.000257
1950,750,0.000566,0.000238,-0.000163,0.000528,-0.000266
1950,775,0.000587,0.000245,-0.000168,0.000543,-0.000275
1950,800,0.00061,0.000253,-0.000174,0.00056,-0.000286
1950,825,0.000643,0.000266,-0.000183,0.000588,-0.0003
1950,850,0.000675,0.000278,-0.000191,0.000616,-0.000313
1950,875,0.000707,0.000291,-0.000199,0.000643,-0.000327
1950,900,0.000741,0.000304,-0.000209,0.000673,-0.000342
1950,925,0.00078,0.00032,-0.00022,0.000706,-0.000361
1950,950,0.000819,0.000335,-0.000231,0.00074,-0.00038
1950,975,0.000858,0.00035,-0.000243,0.000773,-0.000399
1950,1000,0.00091,0.000369,-0.000258,0.000816,-0.000423
1950,1025,0.000981,0.000396,-0.000277,0.000875,-0.000454
1950,1050,0.00105,0.000423,-0.000296,0.000934,-0.000486
1950,1075,0.00112,0.00045,-0.000316,0.000993,-0.000518
1950,1100,0.00121,0.000481,-0.000339,0.00106,-0.000556
1950,1125,0.00132,0.000525,-0.000371,0.00115,-0.000608
1950,1150,0.00143,0.000568,-0.000402,0.00125,-0.00066
1950,1175,0.00154,0.000611,-0.000434,0.00134,-0.000712
1950,1200,0.00168,0.000662,-0.000471,0.00145,-0.000772
1975,0,0.000327,0.000149,-9.96e-05,0.000337,-0.000159
1975,25,0.000327,0.000149,-9.91e-05,0.000338,-0.000159
1975,50,0.000325,0.000148,-9.86e-05,0.000337,-0.000159
1975,75,0.000324,0.000147,-9.79e-05,0.000335,-0.000158
1975,100,0.000323,0.000147,-9.77e-05,0.000335,-0.000158
1975,125,0.000327,0.000148,-9.86e-05,0.000337,-0.000159
1975,150,0.00033,0.00015,-9.95e-05,0.00034,-0.00016
1975,175,0.000332,0.000151,-0.0001,0.000342,-0.000161
1975,200,0.000335,0.000152,-0.000101,0.000343,-0.000162
1975,225,0.000338,0.000154,-0.000102,0.000346,-0.000163
1975,250,0.000342,0.000155,-0.000103,0.000348,-0.000165
1975,275,0.000346,0.000156,-0.000104,0.000351,-0.000167
1975,300,0.00035,0.000157,-0.000105,0.000354,-0.000169
1975,325,0.000355,0.000159,-0.000107,0.000359,-0.000171
1975,350,0.00036,0.000161,-0.000108,0.000363,-0.000174
1975,375,0.000366,0.000162,-0.000109,0.000368,-0.000177
1975,400,0.000371,0.000164,-0.000111,0.000372,-0.000179
1975,425,0.000377,0.000167,-0.000112,0.000378,-0.000181
1975,450,0.000382,0.000169,-0.000113,0.000384,-0.000184
1975,475,0.000387,0.000171,-0.000115,0.00039,-0.000186
1975,500,0.000394,0.000174,-0.000117,0.000396,-0.000189
1975,525,0.000405,0.000178,-0.00012,0.000403,-0.000194
1975,550,0.000415,0.000183,-0.000123,0.000411,-0.0002
1975,575,0.000425,0.000186,-0.000126,0.000418,-0.000204
1975,600,0.000436,0.00019,-0.000129,0.000427,-0.000209
1975,625,0.000451,0.000196,-0.000133,0.000439,-0.000216
1975,650,0.000465,0.000201,-0.000136,0.00045,-0.000222
1975,675,0.000478,0.000206,-0.00014,0.00046,-0.000227
1975,700,0.000493,0.000211,-0.000144,0.000473,-0.000234
1975,725,0.000518,0.00022,-0.00015,0.000492,-0.000245
1975,750,0.000542,0.000229,-0.000157,0.000512,-0.000255
1975,775,0.000562,0.000235,-0.000162,0.000526,-0.000264
1975,800,0.000582,0.000243,-0.000168,0.000541,-0.000273
1975,825,0.000611,0.000254,-0.000175,0.000564,-0.000286
1975,850,0.00064,0.000266,-0.000182,0.000587,-0.000298
1975,875,0.000669,0.000277,-0.000189,0.000612,-0.000311
1975,900,0.000698,0.000288,-0.000197,0.000637,-0.000324
1975,925,0.000732,0.000302,-0.000207,0.000666,-0.00034
1975,950,0.000774,0.000317,-0.000219,0.0007,-0.00036
1975,975,0.000818,0.000332,-0.000232,0.000736,-0.00038
1975,1000,0.000866,0.00035,-0.000245,0.000776,-0.000402
1975,1025,0.000926,0.000374,-0.000262,0.000828,-0.000429
1975,1050,0.000987,0.000398,-0.000278,0.00088,-0.000456
1975,1075,0.00105,0.000422,-0.000295,0.000932,-0.000484
1975,1100,0.00112,0.000449,-0.000315,0.000991,-0.000517
1975,1125,0.00122,0.000489,-0.000344,0.00108,-0.000564
1975,1150,0.00133,0.000529,-0.000372,0.00116,-0.000611
1975,1175,0.00143,0.000567,-0.0004,0.00124,-0.000657
1975,1200,0.00154,0.000611,-0.000432,0.00134,-0.00071
2000,0,0.000313,0.000144,-9.56e-05,0.000326,-0.000153
2000,25,0.000311,0.000143,-9.51e-05,0.000325,-0.000153
2000,50,0.00031,0.000142,-9.45e-05,0.000324,-0.000152
2000,75,0.000308,0.000141,-9.4e-05,0.000322,-0.000152
2000,100,0.000309,0.000141,-9.39e-05,0.000323,-0.000152
2000,125,0.000312,0.000142,-9.47e-05,0.000325,-0.000153
2000,150,0.000315,0.000144,-9.54e-05,0.000328,-0.000154
2000,175,0.000318,0.000146,-9.62e-05,0.00033,-0.000155
2000,200,0.000321,0.000147,-9.71e-05,0.000332,-0.000156
2000,225,0.000324,0.000148,-9.82e-05,0.000334,-0.000157
2000,250,0.000328,0.000149,-9.93e-05,0.000337,-0.000159
2000,275,0.000332,0.00015,-0.0001,0.000339,-0.000161
2000,300,0.000335,0.000151,-0.000101,0.000342,-0.000162
2000,325,0.00034,0.000153,-0.000102,0.000346,-0.000165
2000,350,0.000344,0.000154,-0.000104,0.00035,-0.000167
2000,375,0.000349,0.000156,-0.000105,0.000354,-0.00017
2000,400,0.000354,0.000157,-0.000106,0.000357,-0.000172
2000,425,0.000359,0.000159,-0.000107,0.000363,-0.000173
2000,450,0.000364,0.000161,-0.000108,0.000368,-0.000175
2000,475,0.000368,0.000163,-0.00011,0.000373,-0.000177
2000,500,0.000375,0.000166,-0.000111,0.000378,-0.00018
2000,525,0.000384,0.00017,-0.000114,0.000385,-0.000185
2000,550,0.000394,0.000174,-0.000117,0.000392,-0.000189
2000,575,0.000403,0.000177,-0.00012,0.000399,-0.000194
2000,600,0.000413,0.000181,-0.000123,0.000407,-0.000199
2000,625,0.000425,0.000185,-0.000126,0.000416,-0.000203
2000,650,0.000436,0.000189,-0.000129,0.000425,-0.000208
2000,675,0.000447,0.000193,-0.000132,0.000434,-0.000213
2000,700,0.000462,0.000199,-0.000136,0.000447,-0.00022
2000,725,0.000484,0.000207,-0.000142,0.000464,-0.00023
2000,750,0.000505,0.000215,-0.000147,0.000481,-0.000239
2000,775,0.000527,0.000222,-0.000153,0.000498,-0.000248
2000,800,0.000549,0.000231,-0.000159,0.000516,-0.000258
2000,825,0.000574,0.00024,-0.000165,0.000536,-0.000269
2000,850,0.000599,0.00025,-0.000172,0.000556,-0.00028
2000,875,0.000624,0.00026,-0.000178,0.000577,-0.000291
2000,900,0.000652,0.00027,-0.000185,0.000598,-0.000304
2000,925,0.000691,0.000284,-0.000196,0.000629,-0.000321
2000,950,0.000729,0.000297,-0.000207,0.00066,-0.000339
2000,975,0.000767,0.000311,-0.000218,0.000691,-0.000357
2000,1000,0.000812,0.000327,-0.00023,0.000728,-0.000378
2000,1025,0.000866,0.000349,-0.000245,0.000774,-0.000402
2000,1050,0.000918,0.00037,-0.00026,0.000819,-0.000425
2000,1075,0.000971,0.000391,-0.000274,0.000865,-0.000449
2000,1100,0.00103,0.000415,-0.000291,0.000917,-0.000476
2000,1125,0.00112,0.00045,-0.000316,0.000991,-0.000517
2000,1150,0.00121,0.000484,-0.000341,0.00106,-0.000558
2000,1175,0.0013,0.000519,-0.000366,0.00114,-0.000599
2000,1200,0.0014,0.000558,-0.000393,0.00122,-0.000645
2025,0,0.000297,0.000138,-9.16e-05,0.000314,-0.000147
2025,25,0.000296,0.000137,-9.12e-05,0.000313,-0.000146
2025,50,0.000295,0.000136,-9.09e-05,0.000312,-0.000146
2025,75,0.000294,0.000136,-9.07e-05,0.000311,-0.000146
2025,100,0.000295,0.000136,-9.06e-05,0.000311,-0.000146
2025,125,0.000298,0.000138,-9.13e-05,0.000315,-0.000147
2025,150,0.000302,0.00014,-9.19e-05,0.000318,-0.000149
2025,175,0.000305,0.000141,-9.26e-05,0.00032,-0.00015
2025,200,0.000308,0.000143,-9.33e-05,0.000322,-0.000151
2025,225,0.000311,0.000143,-9.43e-05,0.000324,-0.000152
2025,250,0.000313,0.000144,-9.49e-05,0.000326,-0.000153
2025,275,0.000314,0.000144,-9.54e-05,0.000328,-0.000154
2025,300,0.000316,0.000145,-9.59e-05,0.000331,-0.000155
2025,325,0.000321,0.000146,-9.69e-05,0.000334,-0.000157
2025,350,0.000325,0.000148,-9.82e-05,0.000337,-0.000159
2025,375,0.00033,0.000149,-9.97e-05,0.000339,-0.000161
2025,400,0.000335,0.000151,-0.000101,0.000343,-0.000162
2025,425,0.000339,0.000153,-0.000102,0.000347,-0.000164
2025,450,0.000344,0.000155,-0.000103,0.000351,-0.000166
2025,475,0.00035,0.000157,-0.000104,0.000356,-0.000169
2025,500,0.000356,0.000159,-0.000106,0.00036,-0.000172
2025,525,0.000364,0.000162,-0.000108,0.000366,-0.000176
2025,550,0.000373,0.000166,-0.000111,0.000374,-0.00018
2025,575,0.000382,0.000169,-0.000113,0.000382,-0.000184
2025,600,0.000391,0.000172,-0.000116,0.00039,-0.000188
2025,625,0.000401,0.000176,-0.000119,0.000398,-0.000192
2025,650,0.000412,0.00018,-0.000122,0.000407,-0.000198
2025,675,0.000423,0.000184,-0.000126,0.000416,-0.000204
2025,700,0.000437,0.000189,-0.00013,0.000427,-0.00021
2025,725,0.000457,0.000197,-0.000135,0.000445,-0.000219
2025,750,0.000478,0.000206,-0.000141,0.000462,-0.000228
2025,775,0.000497,0.000213,-0.000146,0.000477,-0.000236
2025,800,0.000516,0.00022,-0.000151,0.000493,-0.000244
2025,825,0.000538,0.000229,-0.000156,0.00051,-0.000254
2025,850,0.000559,0.000236,-0.000162,0.000526,-0.000263
2025,875,0.000581,0.000243,-0.000167,0.000541,-0.000272
2025,900,0.000605,0.000252,-0.000174,0.00056,-0.000283
2025,925,0.000638,0.000264,-0.000183,0.000587,-0.000298
2025,950,0.000675,0.000277,-0.000193,0.000616,-0.000315
2025,975,0.000712,0.000291,-0.000203,0.000646,-0.000333
2025,1000,0.000752,0.000306,-0.000214,0.000679,-0.000351
2025,1025,0.000802,0.000325,-0.000229,0.000721,-0.000374
2025,1050,0.000851,0.000343,-0.000243,0.000763,-0.000396
2025,1075,0.000898,0.000361,-0.000256,0.000803,-0.000417
2025,1100,0.000952,0.000383,-0.000271,0.000849,-0.000441
2025,1125,0.00103,0.000413,-0.000293,0.000913,-0.000477
2025,1150,0.0011,0.000442,-0.000312,0.000975,-0.00051
2025,1175,0.00118,0.000472,-0.000332,0.00104,-0.000543
2025,1200,0.00126,0.000506,-0.000355,0.00111,-0.000582
2050,0,0.000283,0.000133,-8.79e-05,0.000302,-0.000141
2050,25,0.000282,0.000132,-8.77e-05,0.000302,-0.00014
2050,50,0.000282,0.000132,-8.75e-05,0.000301,-0.00014
2050,75,0.000281,0.000132,-8.73e-05,0.0003,-0.00014
2050,100,0.000282,0.000132,-8.76e-05,0.000301,-0.00014
2050,125,0.000285,0.000133,-8.8e-05,0.000303,-0.000141
2050,150,0.000288,0.000135,-8.86e-05,0.000306,-0.000143
2050,175,0.000292,0.000136,-8.92e-05,0.000309,-0.000144
2050,200,0.000295,0.000138,-8.99e-05,0.000312,-0.000145
2050,225,0.000297,0.000138,-9.05e-05,0.000314,-0.000146
2050,250,0.000298,0.000138,-9.09e-05,0.000316,-0.000147
2050,275,0.0003,0.000139,-9.13e-05,0.000318,-0.000148
2050,300,0.000302,0.000139,-9.18e-05,0.00032,-0.000149
2050,325,0.000306,0.000141,-9.29e-05,0.000322,-0.00015
2050,350,0.00031,0.000142,-9.41e-05,0.000325,-0.000152
2050,375,0.000315,0.000144,-9.54e-05,0.000327,-0.000153
2050,400,0.000319,0.000145,-9.66e-05,0.000329,-0.000155
2050,425,0.000324,0.000147,-9.77e-05,0.000333,-0.000157
2050,450,0.000329,0.000149,-9.88e-05,0.000337,-0.00016
2050,475,0.000333,0.000151,-0.0001,0.000341,-0.000162
2050,500,0.000339,0.000153,-0.000101,0.000345,-0.000164
2050,525,0.000347,0.000156,-0.000104,0.000353,-0.000168
2050,550,0.000355,0.000159,-0.000106,0.00036,-0.000171
2050,575,0.000363,0.000162,-0.000108,0.000367,-0.000175
2050,600,0.000372,0.000165,-0.00011,0.000374,-0.000179
2050,625,0.000382,0.000168,-0.000114,0.000382,-0.000184
2050,650,0.000392,0.000172,-0.000117,0.000391,-0.000189
2050,675,0.000402,0.000176,-0.00012,0.000399,-0.000194
2050,700,0.000414,0.00018,-0.000124,0.000409,-0.0002
2050,725,0.000431,0.000187,-0.000128,0.000424,-0.000208
2050,750,0.000449,0.000194,-0.000133,0.000439,-0.000216
2050,775,0.000467,0.000202,-0.000138,0.000454,-0.000223
2050,800,0.000485,0.000209,-0.000143,0.000468,-0.000231
2050,825,0.000503,0.000215,-0.000147,0.000482,-0.000239
2050,850,0.000522,0.000222,-0.000152,0.000495,-0.000247
2050,875,0.000541,0.000228,-0.000157,0.000509,-0.000254
2050,900,0.000566,0.000237,-0.000164,0.000528,-0.000266
2050,925,0.000598,0.000249,-0.000173,0.000554,-0.000281
2050,950,0.000631,0.000262,-0.000181,0.00058,-0.000296
2050,975,0.000663,0.000274,-0.00019,0.000606,-0.000311
2050,1000,0.000699,0.000287,-0.0002,0.000635,-0.000328
2050,1025,0.000744,0.000304,-0.000212,0.000672,-0.000348
2050,1050,0.000787,0.00032,-0.000225,0.000709,-0.000367
2050,1075,0.000831,0.000336,-0.000238,0.000746,-0.000387
2050,1100,0.000879,0.000354,-0.000251,0.000787,-0.000408
2050,1125,0.000944,0.00038,-0.000268,0.000841,-0.000437
2050,1150,0.00101,0.000406,-0.000285,0.000895,-0.000466
2050,1175,0.00107,0.000432,-0.000302,0.000949,-0.000495
2050,1200,0.00115,0.000462,-0.000323,0.00101,-0.000529
2075,0,0.00027,0.000128,-8.43e-05,0.000293,-0.000135
2075,25,0.00027,0.000128,-8.41e-05,0.000293,-0.000135
2075,50,0.000271,0.000128,-8.44e-05,0.000294,-0.000135
2075,75,0.000272,0.000129,-8.49e-05,0.000295,-0.000136
2075,100,0.000274,0.000129,-8.53e-05,0.000296,-0.000137
2075,125,0.000275,0.000129,-8.56e-05,0.000297,-0.000137
2075,150,0.000277,0.00013,-8.58e-05,0.000297,-0.000137
2075,175,0.000279,0.000131,-8.62e-05,0.000299,-0.000138
2075,200,0.000282,0.000132,-8.69e-05,0.000302,-0.00014
2075,225,0.000286,0.000133,-8.8e-05,0.000304,-0.000141
2075,250,0.000289,0.000134,-8.91e-05,0.000307,-0.000143
2075,275,0.000291,0.000135,-8.96e-05,0.000308,-0.000144
2075,300,0.000293,0.000135,-9.01e-05,0.00031,-0.000145
2075,325,0.000297,0.000137,-9.07e-05,0.000313,-0.000146
2075,350,0.0003,0.000139,-9.14e-05,0.000316,-0.000148
2075,375,0.000304,0.00014,-9.23e-05,0.000319,-0.000149
2075,400,0.000308,0.000142,-9.34e-05,0.000321,-0.000151
2075,425,0.000312,0.000143,-9.44e-05,0.000324,-0.000153
2075,450,0.000316,0.000145,-9.53e-05,0.000328,-0.000154
2075,475,0.00032,0.000146,-9.63e-05,0.000331,-0.000156
2075,500,0.000325,0.000148,-9.75e-05,0.000336,-0.000158
2075,525,0.000332,0.00015,-9.96e-05,0.000342,-0.000161
2075,550,0.00034,0.000153,-0.000102,0.000348,-0.000165
2075,575,0.000347,0.000156,-0.000104,0.000355,-0.000168
2075,600,0.000354,0.000158,-0.000106,0.000361,-0.000171
2075,625,0.000363,0.000162,-0.000108,0.000368,-0.000176
2075,650,0.000374,0.000166,-0.000112,0.000377,-0.000181
2075,675,0.000386,0.00017,-0.000115,0.000386,-0.000186
2075,700,0.000398,0.000175,-0.000118,0.000395,-0.000192
2075,725,0.00041,0.00018,-0.000122,0.000406,-0.000197
2075,750,0.000422,0.000185,-0.000125,0.000417,-0.000203
2075,775,0.000437,0.000191,-0.000129,0.00043,-0.00021
2075,800,0.000452,0.000197,-0.000134,0.000443,-0.000216
2075,825,0.000469,0.000202,-0.000138,0.000454,-0.000223
2075,850,0.000489,0.000209,-0.000143,0.00047,-0.000232
2075,875,0.00051,0.000217,-0.000149,0.000486,-0.000242
2075,900,0.000533,0.000225,-0.000156,0.000504,-0.000252
2075,925,0.000561,0.000236,-0.000163,0.000527,-0.000266
2075,950,0.000589,0.000246,-0.000171,0.000548,-0.000278
2075,975,0.000616,0.000255,-0.000178,0.00057,-0.00029
2075,1000,0.000647,0.000266,-0.000186,0.000594,-0.000303
2075,1025,0.000691,0.000282,-0.000197,0.000628,-0.000323
2075,1050,0.000734,0.000299,-0.000209,0.000662,-0.000342
2075,1075,0.000773,0.000314,-0.00022,0.000695,-0.00036
2075,1100,0.000815,0.00033,-0.000232,0.000731,-0.000379
2075,1125,0.000871,0.000353,-0.000246,0.000778,-0.000404
2075,1150,0.000929,0.000375,-0.000262,0.000827,-0.00043
2075,1175,0.000986,0.000398,-0.000279,0.000876,-0.000457
2075,1200,0.00105,0.000424,-0.000297,0.000933,-0.000488
2100,0,0.000258,0.000124,-8.08e-05,0.000284,-0.000129
2100,25,0.000259,0.000124,-8.13e-05,0.000285,-0.00013
2100,50,0.000261,0.000125,-8.17e-05,0.000286,-0.000131
